GENDER;INTERNET;TV;COMPUTER;WASHING_MCH;MIC_OVEN;CAR;DVD;FRESH;PHONE;MOBILE;SCHOOL_NAT;SCHOOL_TYPE;MAT_S11;CR_S11;CC_S11;BIO_S11;ENG_S11;ACADEMIC_PROGRAM;QR_PRO;CR_PRO;CC_PRO;ENG_PRO;WC_PRO;FEP_PRO;G_SC;PERCENTILE;2ND_DECILE;QUARTILE;SEL;SEL_IHE
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;82;65;73;77;68;CIVIL ENGINEERING;99;95;72;64;59;99;177;89;5;4;2;1
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;66;64;67;70;59;ELECTRONIC ENGINEERING;72;73;81;74;0;153;136;33;2;2;3;4
M;No;No;Yes;No;Yes;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;51;55;54;52;50;ELECTRONIC ENGINEERING;79;34;23;37;20;143;138;36;2;2;1;2
M;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;63;48;55;56;53;ELECTRONIC ENGINEERING;96;71;82;62;8;158;161;72;4;3;2;2
F;No;No;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;TECHNICAL;62;66;62;71;50;INDUSTRIAL ENGINEERING;69;40;59;63;49;164;152;59;3;3;2;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;48;49;40;52;50;INDUSTRIAL ENGINEERING;29;11;11;39;59;102;126;19;1;1;1;2
F;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;58;59;58;58;40;INDUSTRIAL ENGINEERING;63;73;43;47;57;175;152;60;4;3;2;1
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;64;62;55;63;52;MECHANICAL ENGINEERING;96;79;80;74;73;194;177;89;5;4;1;2
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;60;62;60;60;54;INDUSTRIAL ENGINEERING;88;49;7;56;98;147;156;66;4;3;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;45;51;48;46;52;INDUSTRIAL ENGINEERING;54;59;45;61;40;138;149;54;3;3;4;2
F;No;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;53;56;58;58;58;CIVIL ENGINEERING;70;64;62;47;32;156;152;60;4;3;3;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;48;54;47;46;49;INDUSTRIAL ENGINEERING;41;44;52;33;30;135;139;39;2;2;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;81;81;67;67;50;CIVIL ENGINEERING;97;49;31;49;37;152;152;59;3;3;2;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;57;58;67;70;42;INDUSTRIAL ENGINEERING;81;31;62;25;23;172;144;47;3;2;2;2
M;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;49;43;43;50;46;INDUSTRIAL ENGINEERING;48;20;9;22;37;94;126;19;1;1;2;2
F;No;Yes;No;No;No;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;45;59;60;62;59;ELECTRONIC ENGINEERING;56;58;59;63;26;172;150;57;3;3;1;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;60;62;55;58;60;CIVIL ENGINEERING;93;8;22;37;34;92;137;36;2;2;3;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;58;52;56;62;48;MECHANICAL ENGINEERING;85;58;55;48;13;162;149;56;3;3;1;2
M;No;No;No;No;No;No;Yes;No;Yes;No;PUBLIC;TECHNICAL;55;54;55;63;49;MECHANICAL ENGINEERING;66;32;50;7;27;156;136;33;2;2;1;2
F;Yes;Yes;No;No;Yes;Yes;Yes;Yes;No;Yes;PUBLIC;TECHNICAL/ACADEMIC;62;66;62;65;76;MECHANICAL ENGINEERING;100;91;96;90;46;180;191;97;5;4;1;2
M;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;69;56;56;66;58;INDUSTRIAL ENGINEERING;97;50;62;63;6;162;153;61;4;3;2;2
F;No;No;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;47;52;41;59;43;INDUSTRIAL ENGINEERING;37;11;19;44;43;114;128;22;2;1;2;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;PUBLIC;ACADEMIC;48;66;58;57;54;INDUSTRIAL ENGINEERING;63;82;69;76;18;157;159;70;4;3;3;2
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;72;70;73;82;82;MECHANICAL ENGINEERING;99;86;94;91;18;164;182;92;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;75;64;63;82;CHEMICAL ENGINEERING;73;74;92;97;37;186;175;87;5;4;4;4
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;No;Yes;PUBLIC;ACADEMIC;56;61;54;65;52;MECHANICAL ENGINEERING;41;31;25;66;43;133;139;38;2;2;2;2
M;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;43;48;55;51;48;INDUSTRIAL ENGINEERING;85;45;23;50;34;144;145;48;3;2;1;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;49;45;44;46;36;INDUSTRIAL ENGINEERING;58;35;6;30;2;80;121;13;1;1;1;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;49;45;45;49;48;INDUSTRIAL ENGINEERING;60;2;18;51;32;144;127;21;2;1;4;1
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;46;38;46;48;46;INDUSTRIAL ENGINEERING;9;5;10;29;12;99;109;5;1;1;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;52;52;60;61;53;INDUSTRIAL ENGINEERING;83;40;65;52;66;66;157;67;4;3;3;3
F;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;58;52;62;58;65;CIVIL ENGINEERING;91;80;72;68;67;155;171;83;5;4;3;2
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;51;53;52;48;44;CIVIL ENGINEERING;88;52;32;19;19;136;142;44;3;2;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;74;59;70;67;55;INDUSTRIAL ENGINEERING;93;81;78;78;95;141;182;92;5;4;3;2
F;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;PUBLIC;ACADEMIC;67;87;77;81;54;CIVIL ENGINEERING;98;80;81;53;6;189;161;73;4;3;2;1
F;Yes;Yes;No;No;Yes;No;No;Yes;No;Yes;PUBLIC;ACADEMIC;73;61;60;72;49;ELECTRONIC ENGINEERING;78;83;87;76;44;170;170;82;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;66;60;62;76;CIVIL ENGINEERING;88;82;19;93;86;138;172;84;5;4;3;3
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;58;65;62;58;80;CHEMICAL ENGINEERING;59;50;5;95;50;95;149;54;3;3;4;3
F;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;PUBLIC;ACADEMIC;56;61;67;62;58;CIVIL ENGINEERING;93;61;34;54;66;165;158;68;4;3;2;2
F;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;53;48;51;51;68;INDUSTRIAL ENGINEERING;37;30;35;71;25;156;139;38;2;2;3;2
F;No;Yes;Yes;No;No;Yes;No;Yes;Yes;No;PRIVATE;ACADEMIC;68;53;52;65;68;MECHANICAL ENGINEERING;76;65;32;87;41;171;157;67;4;3;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;68;73;70;70;MECHANICAL ENGINEERING;100;95;45;88;69;171;183;93;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;63;52;65;58;INDUSTRIAL ENGINEERING;89;59;65;81;90;150;173;86;5;4;3;2
F;No;No;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;TECHNICAL;49;45;52;57;43;INDUSTRIAL ENGINEERING;41;33;3;6;62;125;124;17;1;1;1;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;74;81;77;87;53;ELECTRIC ENGINEERING;96;85;79;78;11;79;168;80;5;4;2;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;64;60;75;55;CHEMICAL ENGINEERING;90;72;84;91;97;187;186;95;5;4;4;4
F;No;Yes;Yes;No;Yes;No;Yes;Yes;No;Yes;PUBLIC;ACADEMIC;55;49;56;59;53;INDUSTRIAL ENGINEERING;20;7;18;44;51;87;124;17;1;1;1;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;55;51;64;56;57;CIVIL ENGINEERING;71;19;1;64;16;98;128;22;2;1;1;2
M;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;64;66;77;65;76;ELECTRONIC ENGINEERING;75;75;72;86;0;152;139;38;2;2;2;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;58;49;52;60;55;INDUSTRIAL ENGINEERING;85;25;48;71;46;154;151;59;3;3;4;2
F;No;No;Yes;No;No;No;No;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;69;64;77;66;53;INDUSTRIAL ENGINEERING;51;68;15;81;79;79;155;64;4;3;2;3
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;40;55;46;46;42;INDUSTRIAL ENGINEERING;30;27;25;52;0;110;105;3;1;1;2;2
M;No;No;No;No;No;No;No;Yes;No;Yes;PUBLIC;ACADEMIC;64;56;58;59;46;ELECTROMECHANICAL ENGINEERING;94;44;55;63;50;162;158;68;4;3;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;63;59;49;62;42;CIVIL ENGINEERING;68;66;71;61;55;175;159;70;4;3;3;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;57;53;48;47;46;CIVIL ENGINEERING;54;25;18;18;52;93;132;26;2;2;2;2
F;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;PRIVATE;ACADEMIC;42;56;55;50;53;INDUSTRIAL ENGINEERING;29;18;30;53;23;128;130;24;2;1;1;2
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;60;60;73;63;58;CIVIL ENGINEERING;95;95;94;71;27;168;178;89;5;4;3;2
F;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;53;54;51;57;46;INDUSTRIAL ENGINEERING;33;8;53;54;62;92;138;36;2;2;1;2
F;No;Yes;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;47;59;53;64;53;CIVIL ENGINEERING;18;20;49;65;29;137;135;32;2;2;2;2
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;100;81;91;95;90;MECHANICAL ENGINEERING;100;100;96;98;100;201;217;100;5;4;4;4
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;74;82;100;81;82;CHEMICAL ENGINEERING;96;100;100;98;97;190;213;100;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;60;66;73;78;95;INDUSTRIAL ENGINEERING;75;82;94;92;59;190;179;90;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;64;62;73;65;60;MECHANICAL ENGINEERING;97;75;37;82;42;42;165;78;4;4;3;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;48;62;55;57;53;INDUSTRIAL ENGINEERING;51;6;46;74;50;158;141;42;3;2;3;2
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;64;64;73;60;67;CIVIL ENGINEERING;70;80;69;83;94;94;175;88;5;4;3;4
F;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;60;58;43;55;49;CHEMICAL ENGINEERING;47;13;5;72;70;139;136;33;2;2;4;4
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;58;55;63;48;CIVIL ENGINEERING;80;68;20;77;21;21;151;58;3;3;3;3
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;88;95;100;75;95;ELECTRIC ENGINEERING;95;100;89;100;76;120;200;99;5;4;4;4
F;No;Yes;Yes;No;Yes;No;No;Yes;No;Yes;PRIVATE;ACADEMIC;60;54;56;56;72;INDUSTRIAL ENGINEERING;70;45;8;89;28;153;146;51;3;3;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;77;100;82;90;CHEMICAL ENGINEERING;100;99;97;99;30;189;197;98;5;4;4;4
M;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;82;71;67;70;62;ELECTRONIC ENGINEERING;98;36;66;86;50;182;167;79;4;4;1;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;50;56;58;52;39;INDUSTRIAL ENGINEERING;61;48;34;67;37;138;147;51;3;3;4;3
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;62;69;77;69;46;INDUSTRIAL ENGINEERING;84;54;69;1;85;106;150;57;3;3;2;2
F;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;54;78;73;71;55;INDUSTRIAL ENGINEERING;93;76;78;80;83;176;178;90;5;4;1;2
M;No;Yes;No;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;63;52;45;68;64;CIVIL ENGINEERING;100;46;3;51;59;170;149;55;3;3;2;2
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;67;62;62;63;78;MECHANICAL ENGINEERING;86;69;83;86;14;156;166;78;4;4;2;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;74;96;82;87;57;INDUSTRIAL ENGINEERING;100;100;99;93;10;200;194;97;5;4;3;2
M;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL;57;58;58;57;40;MECHANICAL ENGINEERING;81;47;42;53;78;154;156;65;4;3;1;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;51;62;69;78;CHEMICAL ENGINEERING;46;31;6;86;80;133;146;51;3;3;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;82;90;81;90;INDUSTRIAL ENGINEERING;100;94;94;99;94;185;204;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;78;70;74;85;CIVIL ENGINEERING;99;82;88;99;13;13;182;92;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;74;91;77;100;CIVIL ENGINEERING;93;77;88;99;80;173;188;95;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;81;69;82;69;95;INDUSTRIAL ENGINEERING;71;66;99;100;82;200;204;99;5;4;4;4
F;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;50;69;51;52;57;INDUSTRIAL ENGINEERING;37;46;25;44;10;144;131;25;2;2;3;1
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;82;72;70;71;68;INDUSTRIAL ENGINEERING;88;93;92;75;8;92;169;82;5;4;3;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;81;66;70;78;78;INDUSTRIAL ENGINEERING;92;98;83;77;100;83;209;100;5;4;3;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;54;57;47;45;46;MECHANICAL ENGINEERING;24;28;23;32;52;126;130;24;2;1;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;71;63;60;69;59;CIVIL ENGINEERING;90;70;41;68;83;83;165;78;4;4;4;4
F;No;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;67;60;65;71;60;INDUSTRIAL ENGINEERING;66;94;64;57;21;173;159;70;4;3;1;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;71;63;60;67;43;ELECTRIC ENGINEERING;100;84;50;1;86;174;145;48;3;2;2;2
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;97;62;54;96;68;INDUSTRIAL ENGINEERING;81;72;77;94;23;175;169;82;5;4;4;2
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL;61;65;52;60;49;CIVIL ENGINEERING;99;81;71;70;56;56;174;86;5;4;3;4
F;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL;60;54;49;58;44;INDUSTRIAL ENGINEERING;84;5;17;64;12;115;132;27;2;2;1;2
M;Yes;Yes;Yes;No;No;No;Yes;Yes;No;Yes;PUBLIC;TECHNICAL;58;68;56;64;76;ELECTRONIC ENGINEERING;76;66;95;95;44;167;175;88;5;4;4;4
M;Yes;Yes;No;No;No;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;58;51;52;51;50;MECHANICAL ENGINEERING;62;64;44;51;6;137;141;42;3;2;2;2
M;No;No;Yes;Yes;No;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL;43;46;49;55;42;INDUSTRIAL ENGINEERING;43;40;40;8;54;137;135;32;2;2;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;59;47;59;60;CHEMICAL ENGINEERING;85;51;25;83;4;83;146;49;3;2;4;3
M;No;Yes;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;61;47;42;45;44;MECHANICAL ENGINEERING;19;29;14;46;11;104;122;14;1;1;1;1
M;No;No;No;No;Yes;No;Yes;No;Yes;No;PUBLIC;ACADEMIC;58;49;60;57;52;MECHANICAL ENGINEERING;48;70;59;62;46;124;153;61;4;3;1;1
M;No;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;59;53;70;68;44;CIVIL ENGINEERING;94;75;91;16;44;173;163;75;4;4;1;1
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;74;67;62;65;74;CIVIL ENGINEERING;71;84;3;91;95;143;164;76;4;4;4;2
M;No;No;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;73;66;65;72;53;MECHANICAL ENGINEERING;90;36;59;22;43;156;149;55;3;3;4;3
M;No;No;No;No;No;No;No;No;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;77;61;60;63;57;ELECTRIC ENGINEERING;99;51;83;64;35;125;168;80;5;4;2;2
M;No;No;No;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;70;64;62;70;58;INDUSTRIAL ENGINEERING;87;97;69;76;26;195;171;83;5;4;2;2
F;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;67;54;62;71;53;CIVIL ENGINEERING;99;81;72;2;44;188;158;68;4;3;1;1
M;No;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;77;66;73;66;74;CIVIL ENGINEERING;100;91;81;79;8;140;175;87;5;4;2;2
F;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;PUBLIC;TECHNICAL;58;59;58;49;50;INDUSTRIAL ENGINEERING;61;61;59;64;38;96;153;61;4;3;1;2
F;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;PUBLIC;TECHNICAL;60;54;65;54;54;CIVIL ENGINEERING;70;46;31;45;12;151;138;37;2;2;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;61;63;58;67;72;INDUSTRIAL ENGINEERING;58;70;93;86;48;173;169;81;5;4;3;2
F;Yes;No;No;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;74;69;77;62;59;CIVIL ENGINEERING;99;73;77;51;88;156;177;88;5;4;2;1
F;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;45;45;62;53;48;INDUSTRIAL ENGINEERING;28;53;39;33;86;157;146;49;3;2;1;2
F;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;65;61;54;67;53;INDUSTRIAL ENGINEERING;91;59;76;75;49;169;166;78;4;4;2;2
F;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;53;53;56;64;62;INDUSTRIAL ENGINEERING;53;75;17;67;18;140;143;45;3;2;2;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;51;61;62;65;58;INDUSTRIAL ENGINEERING;58;42;64;67;99;99;166;78;4;4;2;4
F;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;65;59;67;67;58;CHEMICAL ENGINEERING;73;2;13;83;90;151;146;49;3;2;2;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL;48;50;56;54;48;INDUSTRIAL ENGINEERING;70;47;60;38;19;133;145;48;3;2;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;52;59;56;53;44;CIVIL ENGINEERING;1;6;4;27;8;142;101;2;1;1;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;77;65;67;77;70;INDUSTRIAL ENGINEERING;100;99;75;86;88;176;197;98;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;56;57;65;55;70;INDUSTRIAL ENGINEERING;81;61;53;90;39;186;163;75;4;4;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;68;52;55;66;68;CIVIL ENGINEERING;84;77;54;78;80;80;170;82;5;4;4;4
F;Yes;Yes;Yes;No;No;No;No;Yes;Yes;No;PRIVATE;ACADEMIC;81;74;73;100;78;INDUSTRIAL ENGINEERING;98;98;97;99;96;211;208;100;5;4;3;4
F;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;58;56;67;72;57;INDUSTRIAL ENGINEERING;82;43;49;59;64;178;155;64;4;3;2;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;81;69;62;63;78;INDUSTRIAL ENGINEERING;83;81;77;92;15;189;169;81;5;4;2;1
M;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;45;69;62;55;74;INDUSTRIAL ENGINEERING;57;74;80;95;40;175;168;81;5;4;2;2
F;No;Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;53;60;62;59;82;MECHANICAL ENGINEERING;39;78;54;86;77;121;163;75;4;4;2;4
M;No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;64;71;77;81;90;MECHANICAL ENGINEERING;75;85;77;97;100;182;190;96;5;4;2;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;60;56;47;55;65;INDUSTRIAL ENGINEERING;87;21;5;84;53;53;145;49;3;2;4;4
F;No;No;Yes;No;No;No;No;Yes;Yes;No;PRIVATE;TECHNICAL;53;56;56;46;52;CIVIL ENGINEERING;61;45;50;28;77;141;149;56;3;3;3;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;54;66;60;62;74;MECHANICAL ENGINEERING;90;82;91;88;14;136;173;86;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;TECHNICAL;61;61;60;61;67;INDUSTRIAL ENGINEERING;59;31;10;57;39;115;135;32;2;2;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;67;62;65;34;INDUSTRIAL ENGINEERING;89;59;69;1;7;152;139;38;2;2;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;68;74;60;68;62;INDUSTRIAL ENGINEERING;97;88;74;76;85;123;182;92;5;4;4;2
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;TECHNICAL;54;61;62;52;54;MECHANICAL ENGINEERING;46;28;48;70;58;122;147;51;3;3;3;4
